tanggal,komoditi,satuan,harga
7/10/2018,Garam Beryodium Halus,Kg,10860
7/11/2018,Garam Beryodium Halus,Kg,10860
7/12/2018,Garam Beryodium Halus,Kg,11860
7/13/2018,Garam Beryodium Halus,Kg,12660
7/16/2018,Garam Beryodium Halus,Kg,12660
7/17/2018,Garam Beryodium Halus,Kg,13160
7/18/2018,Garam Beryodium Halus,Kg,12360
7/19/2018,Garam Beryodium Halus,Kg,11710
7/20/2018,Garam Beryodium Halus,Kg,9660
7/23/2018,Garam Beryodium Halus,Kg,12160
7/24/2018,Garam Beryodium Halus,Kg,11660
7/25/2018,Garam Beryodium Halus,Kg,10860
7/26/2018,Garam Beryodium Halus,Kg,10940
7/27/2018,Garam Beryodium Halus,Kg,10540
7/30/2018,Garam Beryodium Halus,Kg,9940
7/31/2018,Garam Beryodium Halus,Kg,10540
7/2/2018,Tepung Terigu Segitiga Biru,Kg,9450
7/3/2018,Tepung Terigu Segitiga Biru,Kg,9800
7/4/2018,Tepung Terigu Segitiga Biru,Kg,9600
7/5/2018,Tepung Terigu Segitiga Biru,Kg,10300
7/6/2018,Tepung Terigu Segitiga Biru,Kg,10400
7/9/2018,Tepung Terigu Segitiga Biru,Kg,9625
7/10/2018,Tepung Terigu Segitiga Biru,Kg,10200
7/11/2018,Tepung Terigu Segitiga Biru,Kg,10500
7/12/2018,Tepung Terigu Segitiga Biru,Kg,10400
7/13/2018,Tepung Terigu Segitiga Biru,Kg,10400
7/16/2018,Tepung Terigu Segitiga Biru,Kg,10500
7/17/2018,Tepung Terigu Segitiga Biru,Kg,10700
7/18/2018,Tepung Terigu Segitiga Biru,Kg,10700
7/19/2018,Tepung Terigu Segitiga Biru,Kg,10700
7/20/2018,Tepung Terigu Segitiga Biru,Kg,10300
7/23/2018,Tepung Terigu Segitiga Biru,Kg,10300
7/24/2018,Tepung Terigu Segitiga Biru,Kg,10400
7/25/2018,Tepung Terigu Segitiga Biru,Kg,10100
7/26/2018,Tepung Terigu Segitiga Biru,Kg,10200
7/27/2018,Tepung Terigu Segitiga Biru,Kg,10200
7/30/2018,Tepung Terigu Segitiga Biru,Kg,10300
7/31/2018,Tepung Terigu Segitiga Biru,Kg,10400
7/2/2018,Kacang Kedelai Eks Impor,Kg,11800
7/3/2018,Kacang Kedelai Eks Impor,Kg,14550
7/4/2018,Kacang Kedelai Eks Impor,Kg,12425
7/5/2018,Kacang Kedelai Eks Impor,Kg,12050
7/6/2018,Kacang Kedelai Eks Impor,Kg,9140
7/9/2018,Kacang Kedelai Eks Impor,Kg,13175
7/10/2018,Kacang Kedelai Eks Impor,Kg,9340
7/11/2018,Kacang Kedelai Eks Impor,Kg,11675
7/12/2018,Kacang Kedelai Eks Impor,Kg,12050
7/13/2018,Kacang Kedelai Eks Impor,Kg,12300
7/16/2018,Kacang Kedelai Eks Impor,Kg,12175
7/17/2018,Kacang Kedelai Eks Impor,Kg,13175
7/18/2018,Kacang Kedelai Eks Impor,Kg,12675
7/19/2018,Kacang Kedelai Eks Impor,Kg,12175
7/20/2018,Kacang Kedelai Eks Impor,Kg,12175
7/23/2018,Kacang Kedelai Eks Impor,Kg,9840
7/24/2018,Kacang Kedelai Eks Impor,Kg,10540
7/25/2018,Kacang Kedelai Eks Impor,Kg,11925
7/26/2018,Kacang Kedelai Eks Impor,Kg,13425
7/27/2018,Kacang Kedelai Eks Impor,Kg,12175
7/30/2018,Kacang Kedelai Eks Impor,Kg,13425
7/31/2018,Kacang Kedelai Eks Impor,Kg,9740
7/2/2018,Kacang Kedelai Lokal,Kg,10733
7/3/2018,Kacang Kedelai Lokal,Kg,10733
7/4/2018,Kacang Kedelai Lokal,Kg,10733
